graph_id,graph_id_2
13325,446
TA1309000007,TA1305000029
TA1309000023,TA1308000049
TA1305000025,TA1307000130
TA1309000025,202480.0
TA1309000025,13278
TA1306000014,13192
KA1504000079,13241
18062,13017
13008,TA1309000024
TA1307000134,TA1307000001
TA1309000027,TA1309000035
TA1308000049,13128
13135,13409
TA1306000002,13332
18003,631
KA1503000052,TA1307000160
TA1307000120,13194
chargingstx0,13271
chargingstx1,TA1309000042
TA1306000009,TA1307000127
TA1305000006,15544
TA1305000002,13016
15692,15689
TA1305000006,TA1305000032
13146,18003
18017,KA1504000149
13053,13075
RP-002,15576
13389,KA1504000160
636,13290
TA1307000064,TA1309000033
TA1307000134,TA1308000047
TA1306000010,20246.0
TA1306000026,15634
15642,13144
,TA1309000001
TA1307000129,13217
KA1504000133,TA1309000019
13323,18017
TA1307000039,TA1309000029
KA1504000109,333.0
13253,TA1307000052
,RP-008
TA1305000010,KA1503000059
13022,KA1504000133
517,605
KA1504000151,13389
13290,chargingstx3
TA1307000126,
KA1504000147,15622
TA1308000009,TA1309000063
TA1309000053,13217
438,TA1307000144
SL-007,KA1504000139
13162,TA1306000025
13045,15529
TA1307000041,13138
TA1306000014,TA1309000025
TA1309000018,590
TA1305000011,TA1307000062
13133,TA1307000151
658,13084
TA1306000015,TA1306000025
TA1306000013,TA1307000039
KA1503000034,13001
646,
596,TA1309000035
TA1309000025,13325
13265,20251.0
TA1309000014,TA1305000014
13050,13303
13080,13285
TA1306000029,SL-005
TA1306000003,TA1309000023
13269,13137
TA1305000022,15550
13242,13136
655,KA1504000147
585,20231
520,598
13224,13028
KA1504000146,KA1504000171
TA1308000050,13042
TA1306000016,TA1307000107
13155,TA1309000059
13245,13144
TA1308000031,13271
TA1309000026,13144
TA1309000008,13075
13061,658
13102,TA1308000001
13029,TA1309000008
13144,TA1306000026
TA1309000059,TA1307000001
316,592
13155,KA1504000104
LF-005,TA1308000049
TA1307000164,KA1503000007
TA1307000126,KA1504000171
13319,632
13006,TA1308000049
TA1306000015,TA1305000030
13430,SL-008
13017,TA1307000115
18062,638
TA1306000009,TA1309000008
TA1307000039,TA1308000019
TA1306000026,TA1306000008
15642,TA1309000030
TA1307000001,314
TA1309000007,TA1306000014
TA1308000049,13008
WL-012,TA1307000121
KA1504000135,13006
624,TA1305000032
624,15544
TA1307000128,SL-011
654,13160
638,13143
492,TA1309000021
TA1305000005,15539
SL-013,TA1308000014
KA1504000080,TA1307000064
KA1504000146,
620,15530
15668,
KA1504000101,KA1503000012
KA1504000106,15653
KA1503000068,338
KA1503000072,KA1503000044
KA1504000104,KA1504000109
RP-001,KA1503000022
KA1504000167,13319
15622,TA1307000140
TA1305000041,13017
13056,TA1306000029
TA1309000002,TA1305000011
13300,TA1309000008
TA1309000024,TA1307000119
TA1306000009,13132
13193,TA1308000005
638,13304
,651
TA1309000067,KA1503000004
331,TA1309000024
13215,KA1503000059
TA1309000026,TA1309000030
TA1309000050,632
13294,KA1504000101
TA1307000151,TA1306000009
13217,TA1309000001
SL-010,13353
TA1309000008,TA1307000039
KA17018054,TA1305000032
KA1503000014,KA1503000007
15645,638
TA1309000063,KA1503000054
13137,KA1504000090
TA1307000070,TA1305000020
13037,15539
13265,TA1305000034
TA1307000006,13263
KA1504000079,13229
13427,TA1309000058
TA1306000002,13164
15634,TA1305000030
TA1308000036,15445
TA1309000061,TA1309000019
KA1504000126,KA1504000126
13133,331
TA1307000143,13179
16920,16905
SL-006,SL-013
TA1306000015,KA1504000103
13341,13263
13271,TA1306000032
13016,TA1307000052
KA1504000139,KA1504000146
13150,KA1503000015
TA1308000022,TA1309000061
13085,TA1309000015
TA1305000032,TA1307000120
18067,13143
TA1309000019,KA1503000044
13217,TA1307000139
KA1706005007,WL-008
13068,13258
13017,TA1307000038
,TA1309000018
18067,13245
631,TA1307000158
TA1308000031,KA1504000097
TA1305000029,TA1305000011
13133,637
13146,434
13138,13196
623,13029
15544,TA1309000008
13409,TA1306000009
13063,604
13137,TA1307000151
15664,15650
13192,TA1307000041
13278,TA1306000010
TA1308000002,TA1309000063
13135,13080
13307,13037
15650,13008
13193,TA1306000015
TA1309000049,13323
13033,638
15648,TA1306000026
TA1305000025,13011
13229,13325
TA1305000005,TA1306000013
chargingstx4,13245
TA1307000120,15535
TA1307000113,15628
13138,13215
TA1308000047,TA1309000012
13278,TA1309000049
SL-010,SL-007
,16915
TA1305000011,TA1309000027
TA1307000066,TA1309000064
TA1306000015,15664
TA1307000039,654
TA1309000055,13215
644,13157
15585,462
TA1306000029,15541
23001,13017
13045,13006
TA1307000128,TA1306000016
13288,13292
KA1504000117,TA1305000022
KA1504000133,TA1305000025
13229,13278
SL-012,13300
KA1504000080,TA1308000021
13084,LF-005
20224,20223
15443,13163
KA1503000054,
TA1305000006,TA1305000006
KA1504000175,KA1504000151
SL-008,TA1307000151
TA1307000134,13143
TA1305000022,13050
638,13245
KA1503000072,643
518,518
22001,13016
KA1503000047,13213
TA1309000006,13341
KA1504000146,13319
13037,TA1306000013
TA1307000064,13269
13325,chargingstx5
15667,644
13028,15624
TA1309000024,TA1309000023
,394
331,TA1307000131
13132,TA1309000033
13135,13163
TA1307000159,TA1306000010
KA1504000167,
13108,
13156,13341
13138,SL-012
TA1309000066,RP-009
KA1503000022,13235
TA1309000033,TA1309000059
KA1504000090,16010
chargingstx4,TA1307000001
TA1309000007,TA1306000011
13091,402
TA1307000126,13319
13263,13073
TA1309000019,KA1503000012
13303,13073
TA1307000144,13258
13258,1052
TA1309000061,TA1305000025
TA1309000036,13084
13033,13017
KA1504000135,15529
TA1309000066,TA1305000034
TA1309000021,13063
TA1307000140,TA1309000035
632,TA1309000058
TA1307000115,TA1307000142
TA1305000034,866
TA1306000008,KA1503000043
658,13248
13133,TA1309000021
13008,TA1307000131
13075,TA1309000024
13034,13263
13042,13300
TA1308000005,13257
KA1504000148,13059
KA1504000158,TA1309000026
chargingstx5,13137
TA1306000032,KA1503000044
13137,331
KA1504000151,TA1305000014
KA1503000022,TA1309000014
TA1307000128,13289
13108,KA1504000171
TA1306000014,13221
13248,13341
TA1305000004,KA1503000066
TA1307000163,13235
23001,638
TA1306000009,TA1307000064
632,KA1504000175
TA1305000011,13266
13058,KA1503000012
312,13434
TA1305000005,KA1504000134
KA1504000133,TA1307000128
13345,13345
13294,13193
520,520
KA1503000072,TA1305000009
13061,TA1308000006
15655,13008
13196,KA1504000104
TA1308000050,13179
KA1503000043,13155
13163,TA1309000066
15623,TA1307000156
TA1309000014,13389
TA1307000039,13431
TA1308000019,20256.0
KA1503000072,KA1503000012
13257,KA1504000103
13050,13071
624,TA1305000006
,388
,TA1307000139
TA1307000111,13224
13156,13326
KA1504000156,RP-002
632,13085
TA1309000006,LF-005
SL-008,331
13430,13265
KA1504000141,15640
TA1305000014,chargingstx1
980,979
13196,13323
TA1305000014,KA1503000072
13278,WL-012
15653,LF-005
TA1308000036,13243
TA1305000020,TA1305000006
13271,13144
13136,TA1309000041
TA1307000120,TA1307000166
TA1307000001,TA1307000166
398,323
13265,13430
TA1306000032,13085
13016,15539
632,13268
13276,TA1307000111
15576,KA1504000171
KA1503000071,999
20246.0,TA1309000023
624,TA1309000010
TA1309000025,TA1307000142
18016,13434
15545,TA1309000036
TA1307000151,TA1309000004
KA1503000064,13053
13143,TA1307000140
TA1309000059,TA1309000061
KA1503000073,KA1503000033
420,13028
,902
chargingstx5,13073
TA1307000039,TA1306000025
13022,TA1305000035
TA1307000136,TA1307000134
13303,TA1307000038
KA1503000029,KA1503000029
TA1305000029,SL-011
13434,13256
13263,13137
TA1309000050,TA1309000066
13034,623
KA1504000113,17660
KA1503000041,TA1309000023
13427,13430
13303,13137
KP1705001026,331
TA1305000006,TA1307000166
13304,13354
KA1503000064,13216
KA1504000135,LF-005
TA1309000061,KP1705001026
13137,TA1307000127
TA1309000027,TA1308000047
TA1308000019,15575
TA1307000142,13042
RN-,KA1504000101
TA1309000006,15529
13300,TA1307000048
13156,15529
KA1504000133,15632
KA1503000044,KA1503000012
KA1504000104,18062
798,15666
20256.0,TA1307000041
13277,13143
657,13338
KA1503000007,KA1503000014
13354,13016
TA1307000140,KA17018068
TA1309000066,15628
13256,13266
654,13304
TA1307000134,TA1309000061
13430,TA1308000029
TA1309000007,13341
15652,507
TA1305000041,TA1309000064
TA1309000001,TA1309000055
TA1307000163,TA1308000031
13137,TA1308000021
13289,TA1309000002
TA1307000159,13164
13247,13008
,13011
15542,
KA1504000134,TA1307000039
KA1503000012,15539
TA1307000163,15645
15655,RN-
KA1504000175,RP-008
TA1307000159,13332
TA1309000006,TA1306000011
660,523
623,TA1305000001
TA1306000010,TA1309000006
KA1706005007,13102
21544,18062
13136,13138
13059,TA1309000061
TA1309000004,13134
15541,LP-
KA1504000159,TA1309000049
15664,13056
579,570
TA1307000120,TA1305000006
13229,18067
KA1503000059,
TA1307000111,KA1504000135
KA1504000133,KP1705001026
13268,KA1504000167
TA1307000159,TA1308000013
TA1307000126,TA1308000001
13146,13229
460,KA1504000161
13135,13028
TA1306000010,TA1307000136
480,RP-001
TA1307000107,13216
TA1309000019,TA1309000030
TA1305000035,TA1309000004
TA1305000002,13216
13091,TA1307000044
TA1309000032,13156
13061,20246.0
13434,17660
620,KA1504000117
13277,KA17018068
TA1306000010,15534
13085,202480.0
16905,305
644,TA1305000041
TA1305000006,TA1309000010
13288,13061
TA1308000043,335.0
515,E006
TA1307000128,TA1308000049
TA1307000149,202480.0
TA1307000113,KA1504000175
15576,
TA1305000029,TA1309000033
TA1309000007,13034
TA1306000029,13432
TA1305000009,TA1307000143
TA1309000008,15648
15535,13011
KA1504000126,KA1504000096
13073,13432
13157,13323
TA1309000066,TA1309000043
13016,13154
15544,TA1307000151
TA1307000113,TA1309000058
632,TA1309000043
KA1504000134,13075
13138,13045
KA1503000044,13353
15668,WL-011
TA1308000049,TA1307000006
13085,13325
654,KA1503000072
13409,13021
655,TA1308000022
15545,TA1307000117
TA1305000006,15535
TA1309000008,13037
TA1307000149,13325
13058,TA1309000030
18067,TA1307000163
13294,TA1306000026
13135,TA1305000035
TA1309000058,13011
WL-011,15539
TA1305000005,13221
13353,TA1306000009
RP-008,TA1309000035
15667,13073
TA1305000011,13259
TA1308000029,SL-005
TA1309000011,KA1503000014
15539,13037
TA1305000029,23001
557,13304
13074,13071
13134,13241
13420,KA1503000059
13326,TA1306000009
KA1504000147,KA1504000160
TA1308000019,13058
13277,TA1307000001
657,TA1307000128
13006,KA1504000151
SL-009,13075
TA1305000003,
13146,TA1305000029
15628,15634
TA1305000034,15648
13133,TA1307000127
13058,13085
TA1305000005,13206
13354,13053
KA1504000140,13259
13081,TA1305000022
TA1308000049,RN-
TA1309000059,TA1307000163
13268,TA1308000050
13194,13265
TA1307000061,13045
TA1308000043,TA1307000139
507,15651
13265,KA1503000044
202480.0,KA1504000133
chargingstx1,632
TA1309000007,18003
TA1309000064,KA1504000104
505,964
TA1309000014,443
TA1307000128,13247
13139,13089
TA1307000151,13021
KA1503000052,TA1308000009
KA1503000044,SL-007
13235,TA1307000134
TA1307000006,TA1307000041
13398,TA1308000023
15653,15642
KA1503000002,KA1503000047
13430,TA1306000008
TA1307000044,KA1706005007
TA1307000070,15530
13229,TA1307000142
RN-,13193
TA1306000009,TA1307000151
13179,13191
TA1309000042,TA1306000026
13137,639
964,TA1309000025
13143,TA1308000019
13156,13006
638,KA17018054
18022,18022
13099,TA1307000044
15530,TA1306000009
15541,13045
KA1503000004,15544
13192,13033
RN-,13075
,TA1307000130
21544,13179
13196,TA1307000062
13016,KA1504000134
TA1306000015,654
13036,13016
TA1309000049,13074
TA1306000006,KA1503000072
632,13430
KP1705001026,TA1305000032
TA1307000130,13050
13008,TA1308000050
TA1307000153,TA1309000055
TA1306000014,TA1307000113
TA1305000020,13194
15628,TA1307000113
13241,TA1305000041
KA1504000079,13016
TA1309000030,TA1309000001
13379,KA1504000171
13303,TA1309000002
377,377
13016,TA1306000013
TA1307000142,TA1308000022
13146,TA1306000014
13409,TA1308000005
13434,13155
WL-011,TA1306000013
KA1504000104,WL-008
429,13224
13006,13289
TA1309000033,TA1307000070
657,TA1305000025
13248,13006
TA1306000029,13265
23001,TA1309000064
TA1308000005,TA1307000128
598,E008
TA1309000002,SL-011
TA1305000032,TA1309000019
13263,TA1309000002
13224,15646
WL-011,KA1504000134
15544,TA1307000048
693,902
13021,632
,TA1307000156
RP-007,480
13108,TA1308000001
TA1305000022,13150
515,KA1504000156
18003,13132
TA1305000035,13021
13323,TA1309000023
KA1504000143,TA1307000134
331,TA1308000050
13224,13058
13434,13434
13379,
KA1503000043,chargingstx5
15530,TA1307000061
TA1305000014,TA1305000039
TA1306000002,TA1307000121
13135,KA1503000015
WL-012,TA1306000007
TA1306000014,TA1309000039
TA1308000035,KA1503000004
13289,TA1307000038
15575,KA1504000146
TA1305000032,13139
13409,TA1309000004
TA1309000019,13307
13197,TA1308000006
20251.0,KA1504000079
TA1308000050,TA1309000059
TA1305000006,13194
KA1504000149,13136
13179,TA1305000020
13224,13080
TA1307000039,TA1305000022
KA1504000148,KA1504000156
RN-,TA1307000039
TA1307000127,TA1309000014
KA1503000034,13102
TA1307000166,TA1307000064
TA1306000010,13022
435,KA1504000158
TA1307000142,13179
TA1309000035,TA1309000019
TA1306000032,TA1309000030
TA1308000009,KA1503000004
13045,LF-005
13084,13006
15651,13133
TA1307000064,TA1305000011
13084,15642
631,13045
13001,13303
13341,13136
KA1503000012,TA1306000013
TA1307000144,15623
E002,E014
13160,TA1306000015
13050,TA1305000014
15664,13050
15534,13389
TA1307000120,13294
13389,TA1307000115
TA1305000035,SL-009
TA1307000001,13294
TA1306000029,TA1308000029
TA1306000026,13154
657,13353
13139,13021
TA1307000127,TA1305000037
13028,13045
20257.0,13268
TA1307000117,13084
15640,18017
TA1306000012,18058
13432,TA1305000006
13430,13075
13323,TA1309000032
KA1504000161,RP-005
13420,KA1503000052
RP-009,15651
21544,13379
18003,TA1307000151
TA1305000020,637
13085,KA1504000079
13304,KA1706005007
TA1305000022,13071
TA1309000004,TA1305000037
TA1307000158,655
KA1504000156,TA1308000022
13289,13138
TA1307000120,15539
TA1305000029,TA1308000049
TA1309000006,18003
621,20119
SL-010,TA1305000009
TA1306000026,TA1307000113
321,321
KA1504000117,TA1309000033
TA1306000010,KA1503000059
TA1309000035,TA1309000042
18058,13303
KA1503000034,13179
13354,TA1305000029
KA1504000135,TA1306000014
13021,TA1307000120
13235,TA1307000144
TA1309000050,TA1309000019
TA1305000032,13257
15529,13011
13290,SL-010
13102,KA1503000015
13158,13028
WL-012,WL-012
13277,TA1307000163
TA1309000053,999
13056,13245
13075,TA1307000130
TA1307000119,20252.0
TA1309000061,13338
WL-011,TA1305000006
13331,SL-008
TA1307000111,TA1305000003
TA1305000009,13135
15631,KA1504000151
13164,20246.0
TA1309000043,TA1309000058
SL-011,TA1305000003
E008,E006
TA1309000061,632
636,TA1306000007
TA1309000008,13193
KA1504000080,639
KA17018054,637
13022,TA1305000004
561,561
KA1504000090,TA1305000041
RN-,TA1306000026
13063,KA1504000133
15575,TA1307000140
15645,13292
TA1308000031,KA1504000117
860,
13128,TA1309000058
TA1308000022,TA1309000050
TA1307000064,13063
13256,21544
KA1504000133,13338
415,15666
TA1305000030,KA1503000015
TA1307000107,TA1309000026
TA1308000001,TA1307000041
829,350
TA1306000012,chargingstx5
RP-002,515
TA1307000136,13022
15578,KA1504000156
KA1504000140,KA1503000034
13269,KA17018068
TA1305000006,637
13353,TA1305000017
WL-012,TA1309000049
13008,KA1706005007
15546,TA1309000049
13074,13389
627,20104
TA1307000163,KA1503000043
15648,15648
13132,13289
605,E006
13158,13271
13017,13006
KA1504000143,TA1307000144
13271,13085
13138,TA1307000126
TA1308000049,13053
13016,TA1305000006
E008,599
505,
TA1307000044,TA1307000139
13269,KA1503000072
TA1307000142,13379
13206,TA1309000004
TA1308000001,623
15530,13021
WL-012,TA1306000010
13197,20246.0
KA1504000133,632
,15682
KA1504000135,TA1307000115
SL-005,TA1309000001
632,13144
13430,TA1307000039
15443,TA1305000004
TA1309000066,13144
13085,TA1307000142
TA1307000143,TA1307000062
TA1309000024,TA1305000020
KA1504000117,TA1306000025
13061,13036
21544,13102
13037,13194
472,13271
13163,TA1307000120
623,TA1306000029
13099,13029
13056,TA1307000124
TA1306000015,13157
13241,KA1504000103
13029,TA1309000010
KA1504000143,TA1306000012
15550,13158
TA1308000046,16932
13124,13323
644,15664
WL-012,13001
KA1504000160,TA1309000015
13271,TA1305000034
KA1503000012,TA1305000006
13193,13268
chargingstx1,TA1307000120
13134,TA1309000026
13045,TA1307000038
13326,13021
WL-012,WL-008
TA1305000001,13221
KA1503000073,KA1503000073
TA1306000007,TA1307000119
13338,13325
TA1308000021,13268
TA1307000052,20254.0
13144,TA1307000064
KA1504000147,482
TA1307000138,15648
637,654
TA1309000029,TA1305000005
15667,13006
13036,TA1306000011
13248,20255.0
KA1503000044,TA1305000034
TA1308000043,KA1504000076
13071,TA1308000001
TA1306000007,TA1305000005
TA1306000013,13193
13056,TA1307000001
13144,TA1308000021
13389,TA1309000041
15642,TA1305000034
KA1503000043,13248
WL-008,13216
13194,13154
TA1306000014,TA1307000052
KA1503000043,KA1504000116
TA1306000025,13008
13353,13021
15628,TA1307000052
KA1503000043,620
SL-007,13021
644,KA1504000103
TA1307000117,13434
13241,15664
TA1307000052,TA1308000019
TA1309000026,13085
13303,LF-005
TA1307000150,TA1309000058
WL-011,TA1305000032
13331,13265
17660,KA1504000142
TA1308000049,TA1309000061
TA1305000014,13143
TA1307000136,TA1307000144
507,15645
TA1306000012,TA1307000111
15571,KA1504000149
13075,KA1706005007
TA1308000029,13265
20105,20127
13143,TA1309000033
TA1305000010,TA1307000134
KA1504000135,TA1307000038
TA1305000014,13137
13263,LF-005
632,499
13162,KA1503000038
TA1305000022,TA1307000117
KA1504000175,TA1306000016
17660,TA1305000020
13304,TA1307000130
661,E011
TA1305000022,636
13045,TA1309000002
KA1504000161,13229
KA1503000007,KA1503000064
KA1504000109,TA1307000066
KP1705001026,TA1309000008
335.0,833
TA1306000007,TA1309000023
13245,TA1305000034
18003,13242
TA1309000043,TA1306000009
13430,13221
13266,TA1308000022
TA1308000012,13059
TA1307000062,KA1504000116
SL-011,13056
KA1504000104,KA1504000104
TA1307000111,13056
TA1307000120,KA1504000134
TA1307000062,620
13063,KA1504000171
chargingstx5,KA17018068
TA1309000049,KA1503000041
13288,13017
13326,TA1305000017
20119,627
13432,TA1305000032
13011,TA1309000032
TA1305000011,KA1503000034
TA1309000004,13033
KA1504000103,TA1307000121
13081,13156
13045,TA1307000115
TA1307000166,TA1307000151
13268,TA1307000156
20252.0,KP1705001026
KA1504000140,13068
TA1307000131,13191
TA1306000011,13146
13146,13341
13056,13029
15642,13085
13036,TA1305000029
KA1706005007,TA1307000121
20111,20133
TA1308000050,TA1307000062
TA1309000064,TA1308000036
13058,13430
TA1307000052,TA1309000029
TA1309000035,TA1309000066
13139,TA1305000017
TA1307000127,18067
13389,TA1307000038
TA1305000006,958
KA1503000012,13192
TA1305000022,13303
WL-008,TA1305000029
KA1504000126,13379
TA1307000163,13136
TA1305000005,SL-005
13063,
KA1503000072,13430
KA1504000129,644
,347
TA1306000015,13276
TA1307000039,13156
TA1307000113,TA1309000043
KA1504000086,15687
KA1503000012,TA1305000032
15544,TA1309000010
TA1306000006,TA1307000163
13266,WL-012
13136,KA1503000072
13017,15529
TA1307000111,13061
TA1305000034,13193
TA1305000001,13075
13036,RN-
13136,chargingstx1
13089,13096
TA1307000062,13434
TA1306000003,TA1305000020
TA1309000050,TA1307000128
638,TA1306000029
TA1309000067,
TA1309000064,438
15529,TA1306000016
KP1705001026,15535
KA1503000012,13294
021320,TA1308000029
TA1307000120,TA1306000013
13033,KA1504000158
KA1503000044,13427
KA1504000079,RN-
655,13379
13265,13144
13192,TA1309000014
TA1305000002,TA1308000045
13016,13294
13150,TA1305000035
13303,13138
TA1305000020,331
